Year,State,total,party.1,%,EV,party.2,%,EV,party.3,%,EV,party.4,%,EV,Party,Notes
1808 - Madison,South Carolina,,10.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1808 - Madison,Tennessee,,5.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1808 - Madison,Vermont,,6.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1808 - Madison,Virginia,,24.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1812 - Madison,Connecticut,,0.00,,,9.00,,,,,,,,,Federalist,Electoral votes only
1812 - Madison,Delaware,,0.00,,,4.00,,,,,,,,,Federalist,Electoral votes only
1812 - Madison,Georgia,,8.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1812 - Madison,Kentucky,,12.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1812 - Madison,Louisiana,,3.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1812 - Madison,Maryland,,6.00,,,5.00,,,,,,,,,Democratic-Republican,Electoral votes only
1812 - Madison,Massachusetts,,0.00,,,22.00,,,,,,,,,Federalist,Electoral votes only
1812 - Madison,New Hampshire,,0.00,,,8.00,,,,,,,,,Federalist,Electoral votes only
1812 - Madison,New Jersey,,0.00,,,8.00,,,,,,,,,Federalist,Electoral votes only
1812 - Madison,New York,,0.00,,,29.00,,,,,,,,,Federalist,Electoral votes only
1812 - Madison,North Carolina,,15.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1812 - Madison,Ohio,,7.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1812 - Madison,Pennsylvania,,25.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1812 - Madison,Rhode Island,,0.00,,,4.00,,,,,,,,,Federalist,Electoral votes only
1812 - Madison,South Carolina,,11.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1812 - Madison,Tennessee,,8.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1812 - Madison,Vermont,,8.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1812 - Madison,Virginia,,25.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1816 - Monroe,Connecticut,,0.00,,,9.00,,,,,,,,,Federalist,Electoral votes only
1816 - Monroe,Delaware,,0.00,,,3.00,,,,,,,,,Federalist,Electoral votes only
1816 - Monroe,Georgia,,8.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1816 - Monroe,Indiana,,3.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1816 - Monroe,Kentucky,,12.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1816 - Monroe,Louisiana,,3.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1816 - Monroe,Maryland,,8.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1816 - Monroe,Massachusetts,,0.00,,,22.00,,,,,,,,,Federalist,Electoral votes only
1816 - Monroe,New Hampshire,,8.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1816 - Monroe,New Jersey,,8.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1816 - Monroe,New York,,29.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1816 - Monroe,North Carolina,,15.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1816 - Monroe,Ohio,,8.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1816 - Monroe,Pennsylvania,,25.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1816 - Monroe,Rhode Island,,4.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1816 - Monroe,South Carolina,,11.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1816 - Monroe,Tennessee,,8.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1816 - Monroe,Vermont,,8.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1816 - Monroe,Virginia,,25.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Alabama,,3.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Connecticut,,9.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Delaware,,4.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Georgia,,8.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Illinois,,3.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Indiana,,3.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Kentucky,,12.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Louisiana,,3.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Maine,,9.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Maryland,,11.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Massachusetts,,15.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Mississippi,,2.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Missouri,,3.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,New Hampshire,,7.00,,,1.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,New Jersey,,8.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,New York,,29.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,North Carolina,,15.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Ohio,,8.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Pennsylvania,,24.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Rhode Island,,4.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,South Carolina,,11.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Tennessee,,7.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Vermont,,8.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1820 - Monroe,Virginia,,25.00,,,0.00,,,,,,,,,Democratic-Republican,Electoral votes only
1824 - Adams,Alabama,13603.00,2422.00,17.8, ,9429.00,69.3,5,96.00,0.7, ,1656,12.2, ,Democratic-Republican,
1824 - Adams,Connecticut,10647.00,7494.00,70.4,8,0.00, , ,0.00, , ,1965,18.5, ,Democratic-Republican,
1824 - Adams,Delaware,,1.00,,,0.00,,,0.00,,,2,,,Democratic-Republican,Chosen by state legislature
1824 - Adams,Georgia,,0.00,,,0.00,,,0.00,,,9,,,Democratic-Republican,Chosen by state legislature
1824 - Adams,Illinois,4671.00,1516.00,32.5,1,1272.00,27.2,2,1036.00,22.2, ,847,18.1, ,Democratic-Republican,
1824 - Adams,Indiana,15838.00,3071.00,19.4, ,7444.00,47,5,5316.00,33.6, ,0, , ,Democratic-Republican,
1824 - Adams,Kentucky,23338.00,0.00, , ,6356.00,27.2, ,16982.00,72.8,14,0, , ,Democratic-Republican,
1824 - Adams,Louisiana,,2.00,,,3.00,,,0.00,,,0,,,Democratic-Republican,Chosen by state legislature
1824 - Adams,Maine,12625.00,10289.00,81.5,9,0.00, , ,0.00, , ,2336,18.5, ,Democratic-Republican,
1824 - Adams,Maryland,33214.00,14632.00,44.1,3,14523.00,43.7,7,695.00,2.1, ,3364,10.1,1,Democratic-Republican,
1824 - Adams,Massachusetts,42056.00,30687.00,73,15,0.00, , ,0.00, , ,0, , ,Democratic-Republican,
1824 - Adams,Mississippi,4894.00,1654.00,33.8, ,3121.00,63.8,3,0.00, , ,119,2.4, ,Democratic-Republican,
1824 - Adams,Missouri,3432.00,159.00,4.6, ,1166.00,34, ,2042.00,59.5,3,32,0.9, ,Democratic-Republican,
1824 - Adams,New Hampshire,10032.00,9389.00,93.6,8,0.00, , ,0.00, , ,643,6.4, ,Democratic-Republican,
1824 - Adams,New Jersey,19837.00,8309.00,41.9, ,10332.00,52.1,8,0.00, , ,1196,6, ,Democratic-Republican,
1824 - Adams,New York,,26.00,,,1.00,,,4.00,,,5,,,Democratic-Republican,Chosen by state legislature
1824 - Adams,North Carolina,36109.00,0.00, , ,20231.00,56,15,0.00, , ,15622,43.3, ,Democratic-Republican,
1824 - Adams,Ohio,50024.00,12280.00,24.5, ,18489.00,37, ,19255.00,38.5,16,0, , ,Democratic-Republican,
1824 - Adams,Pennsylvania,47073.00,5441.00,11.6, ,35736.00,75.9,28,1690.00,3.6, ,4206,8.9, ,Democratic-Republican,
1824 - Adams,Rhode Island,2344.00,2144.00,91.5,4,0.00, , ,0.00, , ,0, , ,Democratic-Republican,
1824 - Adams,South Carolina,,0.00,,,11.00,,,0.00,,,0,,,Democratic-Republican,Chosen by state legislature
1824 - Adams,Tennessee,20725.00,216.00,1, ,20197.00,97.5,11,0.00, , ,312,1.5, ,Democratic-Republican,
1824 - Adams,Vermont,,7.00,,,0.00,,,0.00,,,0,,,Democratic-Republican,Chosen by state legislature
1824 - Adams,Virginia,15371.00,3419.00,22.2, ,2975.00,19.4, ,419.00,2.7, ,8558,55.7,24,Democratic-Republican,
1828 - Jackson,Alabama,18618.00,16736.00,89.9,5,1878.00,10.1, ,,,,,,,Democratic,
1828 - Jackson,Connecticut,19378.00,4448.00,23, ,13829.00,71.4,8,,,,,,,Other,
1828 - Jackson,Delaware,,0.00,,,3.00,,,,,,,,,Other,Chosen by state legislature
1828 - Jackson,Georgia,20004.00,19362.00,96.8,9,642.00,3.2, ,,,,,,,Democratic,
